Query,Clicks,Conversions,Avg_Position,Quality_Score,Avg_CPC,Spend,Revenue_Per_Conversion,Revenue,CPA,ROAS,CVR
with cashback travel rewards card,95,9,8.85,5,23.32,2215.4,1829,16461,246.15555555555557,7.4302609009659655,0.09473684210526316
best company credit card,74,1,9.2,5,11.15,825.1,5029,5029,825.1,6.095018785601745,0.013513513513513514
for freelancers small business loan,251,15,1.35,10,35.2,8835.2,2904,43560,589.0133333333334,4.930278884462151,0.05976095617529881
for small business amex corporate card,85,10,6.69,6,39.32,3342.2,4179,41790,334.21999999999997,12.503740051463108,0.11764705882352941
cheap spend management platform,341,10,7.74,5,34.23,11672.429999999998,3978,39780,1167.243,3.4080307185393277,0.02932551319648094
with cashback small business credit card,77,3,9.58,1,29.3,2256.1,9907,29721,752.0333333333333,13.173618190683037,0.03896103896103896
top cashback business card,282,24,3.26,10,41.74,11770.68,7938,190512,490.445,16.185301104099338,0.0851063829787234
with rewards small business loan,190,5,6.06,2,35.87,6815.299999999999,8863,44315,1363.06,6.502281631036052,0.02631578947368421
for startups corporate travel card,249,15,7.96,7,32.83,8174.669999999999,4114,61710,544.978,7.5489285806032544,0.060240963855421686
for ecommerce commercial credit card,412,60,2.34,3,19.26,7935.120000000001,7052,423120,132.252,53.322445029186696,0.14563106796116504
apply for american express travel card,131,11,8.68,8,44.48,5826.879999999999,3087,33957,529.7163636363636,5.827647042671208,0.08396946564885496
apply for american express travel card,394,42,4.63,2,36.13,14235.220000000001,3301,138642,338.93380952380954,9.739364758676015,0.1065989847715736
for travel startup loan,61,6,6.76,3,45.48,2774.2799999999997,3744,22464,462.37999999999994,8.097236039621091,0.09836065573770492
high limit business cashback card,26,1,1.38,10,32.28,839.28,7499,7499,839.28,8.935039557716138,0.038461538461538464
for travel small business loan,491,63,3.01,7,40.99,20126.09,9378,590814,319.46174603174603,29.35562744676189,0.12830957230142567
for employees cashback business card,244,6,5.3,1,44.8,10931.199999999999,1620,9720,1821.8666666666666,0.8891978922716629,0.02459016393442623
for freelancers business travel credit card,451,62,3.6,10,29.37,13245.87,3932,243784,213.64306451612904,18.404529109828193,0.13747228381374724
with rewards commercial credit card,464,18,9.62,5,37.18,17251.52,8922,160596,958.4177777777778,9.309092763999926,0.03879310344827586
for ecommerce cash rewards card,327,46,8.15,7,30.94,10117.380000000001,1966,90436,219.9430434782609,8.93867779998379,0.14067278287461774
for ecommerce hotel rewards card,426,51,8.78,1,37.43,15945.18,8551,436101,312.65058823529415,27.35002050776473,0.11971830985915492
2026 commercial credit card,335,11,5.2,1,28.53,9557.550000000001,5179,56969,868.8681818181819,5.960627985205413,0.03283582089552239
for ecommerce business cashback card,317,10,5.26,4,41.0,12997.0,8625,86250,1299.7,6.636146803108409,0.031545741324921134
cheap business travel credit card,271,5,8.25,7,41.33,11200.43,1086,5430,2240.0860000000002,0.48480281560618654,0.01845018450184502
for freelancers small business loan,105,4,4.49,1,7.09,744.4499999999999,1009,4036,186.11249999999998,5.421452078715831,0.0380952380952381
instant approval amex corporate card,229,23,5.33,6,14.16,3242.64,4907,112861,140.98434782608695,34.805282115806875,0.10043668122270742
with rewards working capital loan,366,30,5.76,4,13.71,5017.860000000001,6896,206880,167.26200000000003,41.22873097296456,0.08196721311475409
2026 amex rewards card,329,31,6.46,5,19.51,6418.790000000001,2434,75454,207.0577419354839,11.755175040778711,0.09422492401215805
with airport lounge access american express business card,358,5,6.85,2,26.44,9465.52,3493,17465,1893.104,1.8451178593463433,0.013966480446927373
cheap company credit card,68,1,7.13,2,38.08,2589.44,5985,5985,2589.44,2.311310553633218,0.014705882352941176
instant approval cash rewards card,116,12,5.0,10,18.52,2148.32,3271,39252,179.02666666666667,18.271021076934534,0.10344827586206896
2026 business financing,487,62,3.66,9,34.3,16704.1,6518,404116,269.42096774193544,24.192623367915665,0.1273100616016427
low fee airline rewards card,31,1,9.28,6,43.75,1356.25,3246,3246,1356.25,2.393364055299539,0.03225806451612903
top travel rewards card,334,11,8.44,3,25.14,8396.76,9385,103235,763.3418181818182,12.294623164172847,0.03293413173652695
for employees expense tracking software,486,25,1.03,2,34.58,16805.879999999997,5553,138825,672.2351999999998,8.260501681554315,0.051440329218107
for ecommerce corporate credit card,395,26,5.62,9,43.15,17044.25,8056,209456,655.5480769230769,12.28895375273186,0.06582278481012659
for employees startup loan,467,45,3.47,7,37.62,17568.539999999997,9524,428580,390.4119999999999,24.394741964898625,0.09635974304068523
with airport lounge access cashback credit card,55,3,6.78,9,9.65,530.75,1520,4560,176.91666666666666,8.591615638247763,0.05454545454545454
with cashback travel rewards card,477,64,5.52,8,11.83,5642.91,6583,421312,88.17046875,74.66218670863083,0.13417190775681342
for ecommerce travel rewards card,455,30,1.19,8,8.7,3958.4999999999995,4147,124410,131.95,31.42857142857143,0.06593406593406594
low fee amex corporate card,61,2,7.55,5,17.7,1079.7,5099,10198,539.85,9.445216263776974,0.03278688524590164
2026 cash rewards card,254,11,3.48,7,5.18,1315.72,4828,53108,119.61090909090909,40.364211230352964,0.04330708661417323
with airport lounge access startup loan,475,35,3.34,5,32.43,15404.25,9415,329525,440.12142857142857,21.39182368502199,0.07368421052631578
with cashback hotel rewards card,182,21,1.29,10,6.19,1126.5800000000002,3946,82866,53.646666666666675,73.55536224680004,0.11538461538461539
cheap startup loan,390,51,8.46,7,25.19,9824.1,4112,209712,192.62941176470588,21.346688246251563,0.13076923076923078
cheap american express travel card,108,3,6.21,6,27.22,2939.7599999999998,8361,25083,979.92,8.532329169728142,0.027777777777777776
premium merchant cash advance,190,1,5.36,4,34.05,6469.499999999999,2610,2610,6469.499999999999,0.4034314862044981,0.005263157894736842
low fee small business credit card,45,5,7.08,7,15.77,709.65,7321,36605,141.93,51.58176565912774,0.1111111111111111
for freelancers business credit card,444,18,4.11,6,44.05,19558.199999999997,8739,157302,1086.5666666666666,8.042764671595547,0.04054054054054054
with cashback cashback credit card,27,3,6.13,7,27.69,747.63,7446,22338,249.21,29.87841579390875,0.1111111111111111
premium corporate credit card,21,1,3.24,10,36.06,757.26,5435,5435,757.26,7.177191453397776,0.047619047619047616
cheap american express travel card,322,21,1.57,1,20.58,6626.759999999999,7549,158529,315.55999999999995,23.922550386614276,0.06521739130434782
with rewards spend management platform,123,3,6.05,9,17.01,2092.23,4349,13047,697.41,6.235930084168566,0.024390243902439025
for employees startup loan,439,45,2.99,10,31.28,13731.92,2880,129600,305.1537777777778,9.437864479257088,0.10250569476082004
with cashback corporate travel card,226,28,7.75,8,45.29,10235.539999999999,4857,135996,365.55499999999995,13.28664633228926,0.12389380530973451
apply for business cashback card,493,36,5.07,3,37.28,18379.04,9905,356580,510.5288888888889,19.40144860667369,0.07302231237322515
instant approval hotel rewards card,393,28,3.25,1,36.45,14324.85,3749,104972,511.6017857142857,7.32796503977354,0.07124681933842239
top employee expense card,499,57,6.48,2,27.23,13587.77,8025,457425,238.3819298245614,33.664464441184975,0.11422845691382766
high limit company credit card,50,4,2.05,6,5.31,265.5,7628,30512,66.375,114.92278719397363,0.08
high limit amex corporate card,386,46,7.85,7,44.54,17192.44,8196,377016,373.74869565217386,21.92917352045434,0.11917098445595854
high limit airline rewards card,259,4,5.07,2,15.85,4105.15,9450,37800,1026.2875,9.207946116463468,0.015444015444015444
apply for business financing,126,16,8.31,8,26.33,3317.58,2972,47552,207.34875,14.333339361823981,0.12698412698412698
with airport lounge access commercial credit card,29,1,2.24,6,13.68,396.71999999999997,7608,7608,396.71999999999997,19.177253478523898,0.034482758620689655
low fee expense tracking software,133,4,4.44,5,41.63,5536.79,1994,7976,1384.1975,1.4405458758594782,0.03007518796992481
premium travel rewards card,121,1,2.62,5,6.52,788.92,3771,3771,788.92,4.779952339907722,0.008264462809917356
instant approval employee expense card,212,26,1.55,6,34.54,7322.48,6606,171756,281.63384615384615,23.455987588904307,0.12264150943396226
compare working capital loan,131,2,9.6,1,7.19,941.8900000000001,7733,15466,470.94500000000005,16.420176453726018,0.015267175572519083
2026 business travel credit card,157,22,7.54,3,46.32,7272.24,5082,111804,330.55636363636364,15.374080063364246,0.14012738853503184
for ecommerce merchant cash advance,106,9,3.93,7,7.47,791.8199999999999,4752,42768,87.97999999999999,54.012275517163,0.08490566037735849
for freelancers travel rewards card,147,15,3.22,6,45.04,6620.88,6369,95535,441.392,14.429350781165041,0.10204081632653061
premium airline rewards card,71,7,2.84,7,16.34,1160.14,9055,63385,165.73428571428573,54.63564742186287,0.09859154929577464
with rewards startup credit card,73,3,1.39,2,34.39,2510.4700000000003,4044,12132,836.8233333333334,4.832561233553876,0.0410958904109589
with rewards employee expense card,226,27,1.92,6,33.66,7607.159999999999,3098,83646,281.7466666666666,10.995693530831481,0.11946902654867257
top business financing,211,30,1.93,5,43.33,9142.63,5959,178770,304.7543333333333,19.55345453113601,0.14218009478672985
instant approval expense tracking software,33,2,7.0,3,23.13,763.29,7413,14826,381.645,19.423810085288686,0.06060606060606061
apply for corporate travel card,306,38,6.35,10,28.81,8815.859999999999,5863,222794,231.99631578947364,25.271953048256215,0.12418300653594772
premium airline rewards card,426,50,6.11,2,22.34,9516.84,2018,100900,190.3368,10.602258732940767,0.11737089201877934
cheap commercial credit card,427,39,7.61,5,34.5,14731.5,7026,274014,377.7307692307692,18.60054984217493,0.09133489461358314
for startups amex corporate card,452,27,3.26,7,18.98,8578.960000000001,9904,267408,317.7392592592593,31.17021177392131,0.059734513274336286
for small business small business loan,216,14,4.08,6,33.81,7302.960000000001,8217,115038,521.6400000000001,15.752242926155967,0.06481481481481481
for small business american express business card,497,26,2.14,3,38.9,19333.3,3531,91806,743.5884615384615,4.748594394128266,0.052313883299798795
for travel american express travel card,353,24,6.29,6,10.85,3830.0499999999997,6500,156000,159.58541666666665,40.73053876581246,0.0679886685552408
for travel expense management card,344,51,9.4,9,22.09,7598.96,8494,433194,148.9992156862745,57.007011485782265,0.14825581395348839
cheap small business loan,250,15,8.77,3,6.58,1645.0,1976,29640,109.66666666666667,18.018237082066868,0.06
compare cash rewards card,147,15,5.99,2,9.09,1336.23,4621,69315,89.08200000000001,51.87355470240902,0.10204081632653061
top cashback business card,270,14,6.8,9,7.15,1930.5,2354,32956,137.89285714285714,17.071225071225072,0.05185185185185185
for startups american express business card,479,36,9.93,5,36.75,17603.25,9417,339012,488.9791666666667,19.258489199437605,0.07515657620041753
low fee amex corporate card,174,3,5.66,1,49.09,8541.66,7302,21906,2847.22,2.5646068796931742,0.017241379310344827
top american express travel card,383,44,8.84,1,32.52,12455.160000000002,2870,126280,283.07181818181823,10.138769795008654,0.11488250652741515
compare business financing,296,30,5.51,9,20.27,5999.92,9925,297750,199.99733333333333,49.625661675489006,0.10135135135135136
2026 amex rewards card,160,9,1.43,8,39.76,6361.599999999999,9938,89442,706.8444444444444,14.059670523138834,0.05625
for ecommerce cashback credit card,264,22,9.41,2,27.86,7355.04,6252,137544,334.32,18.70064608758076,0.08333333333333333
for travel business financing,20,2,2.01,1,11.23,224.60000000000002,1830,3660,112.30000000000001,16.295636687444343,0.1
high limit business travel credit card,83,1,7.34,10,45.33,3762.39,1849,1849,3762.39,0.49144293919556453,0.012048192771084338
with rewards cashback business card,383,53,3.14,9,10.67,4086.61,5427,287631,77.10584905660377,70.38376551714012,0.13838120104438642
for small business small business credit card,492,37,9.11,4,48.94,24078.48,1368,50616,650.7697297297298,2.102126047823617,0.07520325203252033
for travel small business credit card,159,20,2.8,6,21.29,3385.1099999999997,5857,117140,169.25549999999998,34.60448848043343,0.12578616352201258
for small business amex rewards card,242,31,2.26,4,37.71,9125.82,2096,64976,294.38129032258064,7.120017707997747,0.128099173553719
for travel commercial credit card,393,7,4.95,10,48.17,18930.81,9557,66899,2704.401428571429,3.5338688624522665,0.017811704834605598
for freelancers business travel credit card,383,45,5.47,4,31.71,12144.93,2698,121410,269.88733333333334,9.996764081802036,0.1174934725848564
apply for airline rewards card,479,53,8.37,8,48.91,23427.89,9886,523958,442.03566037735845,22.364711461424825,0.11064718162839249
for freelancers business credit card,302,4,7.86,9,13.07,3947.14,6043,24172,986.785,6.1239277046165075,0.013245033112582781
apply for commercial credit card,36,5,3.95,5,7.57,272.52,4550,22750,54.504,83.48011155144577,0.1388888888888889
apply for amex corporate card,10,0,4.46,3,34.0,340.0,7188,0,340.0,0.0,0.0
cheap airline rewards card,456,15,6.19,7,9.69,4418.639999999999,4374,65610,294.57599999999996,14.848460159687146,0.03289473684210526
for ecommerce american express travel card,142,3,5.96,2,27.75,3940.5,7492,22476,1313.5,5.703844689760182,0.02112676056338028
for employees merchant cash advance,20,1,8.76,2,39.97,799.4,6498,6498,799.4,8.128596447335502,0.05
with cashback working capital loan,234,4,5.25,9,42.16,9865.439999999999,7194,28776,2466.3599999999997,2.9168491217827084,0.017094017094017096
apply for amex corporate card,345,11,9.04,6,30.35,10470.75,4960,54560,951.8863636363636,5.210706014373374,0.03188405797101449
with cashback hotel rewards card,433,61,2.85,9,25.93,11227.69,2383,145363,184.0604918032787,12.94683055909096,0.14087759815242495
for small business amex corporate card,487,55,8.81,5,9.13,4446.31,1122,61710,80.84200000000001,13.878924321516042,0.11293634496919917
apply for startup credit card,37,3,3.74,1,35.6,1317.2,8225,24675,439.06666666666666,18.732918311569996,0.08108108108108109
best hotel rewards card,294,11,8.1,2,38.55,11333.699999999999,8239,90629,1030.3363636363636,7.996417762954729,0.03741496598639456
premium amex rewards card,153,6,6.09,3,22.56,3451.68,2586,15516,575.28,4.495202336253651,0.0392156862745098
for small business small business loan,394,28,8.88,10,29.22,11512.68,4456,124768,411.1671428571429,10.837441846728998,0.07106598984771574
instant approval employee expense card,328,37,3.08,8,16.41,5382.4800000000005,8491,314167,145.47243243243244,58.3684472585128,0.11280487804878049
premium corporate travel card,465,4,7.31,3,22.46,10443.9,2564,10256,2610.975,0.9820086366204196,0.008602150537634409
high limit corporate expense card,13,0,8.64,3,31.75,412.75,3961,0,412.75,0.0,0.0
apply for business financing,60,7,7.99,7,39.14,2348.4,8806,61642,335.4857142857143,26.248509623573497,0.11666666666666667
apply for amex rewards card,109,13,6.09,9,7.69,838.21,3929,51077,64.47769230769231,60.93580367688288,0.11926605504587157
